shape_id,shape_pt_lat,shape_pt_lon,shape_pt_x,shape_pt_y,shape_pt_sequence,shape_dist_traveled
S1-Sa03-10-n1-0,47.628698,-122.312556,1275692.5,232834.6,150004,2.799
S1-Sa03-10-n1-0,47.628904,-122.312553,1275694.6,232909.6,150005,2.813
S1-Sa03-10-n1-0,47.628904,-122.312553,1275694.6,232909.6,160001,2.813
S1-Sa03-10-n1-0,47.630645,-122.312532,1275712.1,233544.3,160002,2.933
S1-Sa03-10-n1-0,47.630837,-122.312527,1275714.5,233614.3,160003,2.946
S1-Sa03-10-n1-0,47.630837,-122.312527,1275714.5,233614.3,170001,2.946
S1-Sa03-10-n1-0,47.632335,-122.312495,1275733.0,234160.8,170002,3.050
S1-Sa03-10-n1-0,47.632332,-122.311923,1275874.0,234157.0,170003,3.077
S1-Sa03-10-n1-0,47.632524,-122.311920,1275876.0,234227.0,170004,3.090
S1-Sa03-10-n1-0,47.632524,-122.311920,1275876.0,234227.0,180001,3.090
S1-Sa03-10-n1-0,47.634079,-122.311900,1275892.0,234793.7,180002,3.197
S1-Sa03-10-n1-0,47.634079,-122.311900,1275892.0,234793.7,190001,3.197
S1-Sa03-10-n1-0,47.634129,-122.311899,1275892.5,234812.2,190002,3.201
S1-Sa03-10-n1-0,47.634134,-122.312622,1275714.3,234817.5,190003,3.235
S1-Sa03-10-n1-0,47.634029,-122.312548,1275731.8,234778.8,190004,3.243
S1-Sa03-10-n1-0,47.633768,-122.312479,1275746.9,234683.0,190005,3.261
S1-Sa03-10-n1-0,47.632500,-122.312493,1275734.6,234220.8,190006,3.349
S1-Sa03-12-s2-1,47.631897,-122.307230,1277027.8,233975.9,10001,0.000
S1-Sa03-12-s2-1,47.630619,-122.307244,1277015.4,233509.8,10002,0.088
S1-Sa03-12-s2-1,47.630439,-122.307247,1277013.6,233444.5,10003,0.101
S1-Sa03-12-s2-1,47.630439,-122.307247,1277013.6,233444.5,20001,0.101
S1-Sa03-12-s2-1,47.628671,-122.307271,1276995.3,232799.7,20002,0.223
S1-Sa03-12-s2-1,47.628493,-122.307273,1276993.5,232734.8,20003,0.235
S1-Sa03-12-s2-1,47.628493,-122.307273,1276993.5,232734.8,30001,0.235
S1-Sa03-12-s2-1,47.626854,-122.307295,1276976.5,232137.0,30002,0.348
S1-Sa03-12-s2-1,47.626648,-122.307298,1276974.4,232062.0,30003,0.363
S1-Sa03-12-s2-1,47.626648,-122.307298,1276974.4,232062.0,40001,0.363
S1-Sa03-12-s2-1,47.625236,-122.307317,1276959.8,231547.1,40002,0.460
S1-Sa03-12-s2-1,47.624421,-122.307283,1276962.5,231249.8,40003,0.516
S1-Sa03-12-s2-1,47.624199,-122.307287,1276960.0,231168.9,40004,0.532
S1-Sa03-12-s2-1,47.624199,-122.307287,1276960.0,231168.9,50001,0.532
S1-Sa03-12-s2-1,47.623560,-122.307298,1276952.9,230936.0,50002,0.576
S1-Sa03-12-s2-1,47.623215,-122.307304,1276949.0,230810.0,50003,0.600
S1-Sa03-12-s2-1,47.622067,-122.307322,1276936.4,230391.6,50004,0.679
S1-Sa03-12-s2-1,47.621903,-122.307325,1276934.6,230331.6,50005,0.690
S1-Sa03-12-s2-1,47.621903,-122.307325,1276934.6,230331.6,60001,0.690
S1-Sa03-12-s2-1,47.620489,-122.307349,1276918.9,229816.1,60002,0.788
S1-Sa03-12-s2-1,47.619667,-122.307362,1276909.8,229516.3,60003,0.845
S1-Sa03-12-s2-1,47.619460,-122.307366,1276907.5,229440.9,60004,0.859
S1-Sa03-12-s2-1,47.619460,-122.307366,1276907.5,229440.9,70001,0.859
S1-Sa03-12-s2-1,47.619002,-122.307373,1276902.4,229274.0,70002,0.891
S1-Sa03-12-s2-1,47.618507,-122.307382,1276896.8,229093.5,70003,0.925
S1-Sa03-12-s2-1,47.618262,-122.307386,1276894.1,229004.0,70004,0.942
S1-Sa03-12-s2-1,47.618262,-122.307386,1276894.1,229004.0,80001,0.942
S1-Sa03-12-s2-1,47.617607,-122.307396,1276887.0,228765.1,80002,0.987
S1-Sa03-12-s2-1,47.616735,-122.307408,1276878.1,228447.1,80003,1.048
S1-Sa03-12-s2-1,47.616562,-122.307823,1276774.5,228386.0,80004,1.070
S1-Sa03-12-s2-1,47.616562,-122.307823,1276774.5,228386.0,90001,1.070
S1-Sa03-12-s2-1,47.616137,-122.308841,1276520.5,228236.0,90002,1.126
S1-Sa03-12-s2-1,47.615592,-122.310149,1276194.0,228043.3,90003,1.198
S1-Sa03-12-s2-1,47.615462,-122.310460,1276116.5,227997.5,90004,1.215
S1-Sa03-12-s2-1,47.615462,-122.310460,1276116.5,227997.5,100001,1.215
S1-Sa03-12-s2-1,47.615169,-122.311164,1275940.8,227893.8,100002,1.254
S1-Sa03-12-s2-1,47.615146,-122.311226,1275925.5,227885.8,100003,1.257
S1-Sa03-12-s2-1,47.615242,-122.311459,1275868.6,227921.9,100004,1.270
S1-Sa03-12-s2-1,47.615284,-122.311582,1275838.6,227937.7,100005,1.276
S1-Sa03-12-s2-1,47.615286,-122.312112,1275707.9,227941.1,100006,1.301
S1-Sa03-12-s2-1,47.615289,-122.312765,1275547.0,227945.2,100007,1.331
S1-Sa03-12-s2-1,47.615287,-122.313251,1275427.0,227946.9,100008,1.354
S1-Sa03-12-s2-1,47.615287,-122.313251,1275427.0,227946.9,110001,1.354
S1-Sa03-12-s2-1,47.615284,-122.314241,1275183.0,227950.4,110002,1.400
S1-Sa03-12-s2-1,47.615275,-122.315547,1274860.8,227953.3,110003,1.461
S1-Sa03-12-s2-1,47.615272,-122.315900,1274773.8,227954.1,110004,1.478
S1-Sa03-12-s2-1,47.615272,-122.315900,1274773.8,227954.1,120001,1.478
S1-Sa03-12-s2-1,47.615266,-122.316852,1274538.8,227956.2,120002,1.522
S1-Sa03-12-s2-1,47.615256,-122.318157,1274216.9,227958.9,120003,1.583
S1-Sa03-12-s2-1,47.615247,-122.319464,1273894.7,227961.8,120004,1.644
S1-Sa03-12-s2-1,47.615243,-122.320014,1273758.9,227962.8,120005,1.670
S1-Sa03-12-s2-1,47.615237,-122.320797,1273565.9,227964.6,120006,1.707
S1-Sa03-12-s2-1,47.615233,-122.321474,1273399.0,227966.1,120007,1.738
S1-Sa03-12-s2-1,47.615232,-122.321488,1273395.5,227966.1,120008,1.739
S1-Sa03-12-s2-1,47.615232,-122.321488,1273395.5,227966.1,130001,1.739
S1-Sa03-12-s2-1,47.615228,-122.322128,1273237.5,227967.5,130002,1.769
S1-Sa03-12-s2-1,47.615233,-122.323414,1272920.5,227975.5,130003,1.829
S1-Sa03-12-s2-1,47.615227,-122.324471,1272659.8,227978.3,130004,1.878
S1-Sa03-12-s2-1,47.615223,-122.325130,1272497.3,227980.0,130005,1.909
S1-Sa03-12-s2-1,47.615223,-122.325130,1272497.3,227980.0,140001,1.909
S1-Sa03-12-s2-1,47.615221,-122.325527,1272399.3,227981.1,140002,1.928
S1-Sa03-12-s2-1,47.615217,-122.326185,1272237.1,227982.8,140003,1.958
S1-Sa03-12-s2-1,47.615220,-122.326803,1272084.8,227987.0,140004,1.987
S1-Sa03-12-s2-1,47.615229,-122.327270,1271969.6,227992.4,140005,2.009
S1-Sa03-12-s2-1,47.615229,-122.327270,1271969.6,227992.4,150001,2.009
S1-Sa03-12-s2-1,47.615240,-122.327902,1271813.8,227999.6,150002,2.038
S1-Sa03-12-s2-1,47.615146,-122.328143,1271753.8,227966.4,150003,2.051
S1-Sa03-12-s2-1,47.614923,-122.328710,1271612.4,227887.8,150004,2.082
S1-Sa03-12-s2-1,47.614459,-122.329821,1271335.1,227723.9,150005,2.143
S1-Sa03-12-s2-1,47.613996,-122.330926,1271059.2,227560.4,150006,2.204
S1-Sa03-12-s2-1,47.613765,-122.331478,1270921.5,227478.7,150007,2.234
S1-Sa03-12-s2-1,47.613530,-122.332040,1270781.3,227395.7,150008,2.265
S1-Sa03-12-s2-1,47.613320,-122.332541,1270656.2,227321.7,150009,2.293
S1-Sa03-11-n1-0,47.613320,-122.332541,1270656.2,227321.7,10001,0.000
S1-Sa03-11-n1-0,47.613293,-122.332607,1270639.8,227312.0,10002,0.004
S1-Sa03-11-n1-0,47.613066,-122.333151,1270504.0,227231.8,10003,0.033
S1-Sa03-11-n1-0,47.612834,-122.333706,1270365.5,227149.9,10004,0.064
S1-Sa03-11-n1-0,47.612602,-122.334261,1270227.0,227068.1,10005,0.094
S1-Sa03-11-n1-0,47.612371,-122.334814,1270088.9,226986.5,10006,0.125
S1-Sa03-11-n1-0,47.612138,-122.335372,1269949.7,226904.2,10007,0.155
S1-Sa03-11-n1-0,47.611908,-122.335922,1269812.3,226822.9,10008,0.186
S1-Sa03-11-n1-0,47.611710,-122.336396,1269694.0,226752.9,10009,0.212
S1-Sa03-11-n1-0,47.611710,-122.336396,1269694.0,226752.9,20001,0.212
S1-Sa03-11-n1-0,47.611674,-122.336482,1269672.5,226740.2,20002,0.216
S1-Sa03-11-n1-0,47.611454,-122.337015,1269539.5,226662.5,20003,0.246
S1-Sa03-11-n1-0,47.611209,-122.337590,1269396.0,226576.1,20004,0.277
S1-Sa03-11-n1-0,47.611135,-122.337767,1269351.8,226550.0,20005,0.287
S1-Sa03-11-n1-0,47.611050,-122.337972,1269300.6,226519.9,20006,0.298
S1-Sa03-11-n1-0,47.611050,-122.337972,1269300.6,226519.9,30001,0.298
S1-Sa03-11-n1-0,47.610914,-122.338301,1269218.7,226471.7,30002,0.316
S1-Sa03-11-n1-0,47.610827,-122.338504,1269168.0,226441.1,30003,0.328
S1-Sa03-11-n1-0,47.610787,-122.338596,1269144.9,226426.8,30004,0.333
S1-Sa03-11-n1-0,47.610745,-122.338700,1269119.0,226412.1,30005,0.338
S1-Sa03-11-n1-0,47.610512,-122.339258,1268979.8,226329.7,30006,0.369
S1-Sa03-11-n1-0,47.610280,-122.339811,1268841.7,226248.0,30007,0.399
S1-Sa03-11-n1-0,47.609287,-122.338902,1269058.7,225881.4,30008,0.480
S1-Sa03-11-n1-0,47.609521,-122.338343,1269198.4,225964.0,30009,0.511
S1-Sa03-11-n1-0,47.609752,-122.337791,1269336.0,226045.5,30010,0.541
S1-Sa03-11-n1-0,47.609986,-122.337232,1269475.7,226128.2,30011,0.572
S1-Sa03-11-n1-0,47.610129,-122.336888,1269561.4,226178.9,30012,0.591
S1-Sa03-11-n1-0,47.610129,-122.336888,1269561.4,226178.9,40001,0.591
S1-Sa03-11-n1-0,47.610216,-122.336682,1269613.0,226209.5,40002,0.602
S1-Sa03-11-n1-0,47.610448,-122.336126,1269751.6,226291.4,40003,0.633
S1-Sa03-11-n1-0,47.610680,-122.335572,1269889.9,226373.3,40004,0.663
S1-Sa03-11-n1-0,47.610909,-122.335024,1270026.6,226454.2,40005,0.693
S1-Sa03-11-n1-0,47.611098,-122.334573,1270139.3,226520.9,40006,0.718
S1-Sa03-11-n1-0,47.611098,-122.334573,1270139.3,226520.9,50001,0.718
S1-Sa03-11-n1-0,47.611144,-122.334462,1270167.0,226537.3,50002,0.724
S1-Sa03-11-n1-0,47.611373,-122.333915,1270303.6,226618.1,50003,0.754
S1-Sa03-11-n1-0,47.611608,-122.333352,1270444.0,226701.2,50004,0.785
S1-Sa03-11-n1-0,47.612073,-122.332242,1270721.0,226865.2,50005,0.846
S1-Sa03-11-n1-0,47.612422,-122.331408,1270929.2,226988.5,50006,0.892
S1-Sa03-11-n1-0,47.612422,-122.331408,1270929.2,226988.5,60001,0.892
S1-Sa03-11-n1-0,47.612537,-122.331132,1270998.1,227029.3,60002,0.907
S1-Sa03-11-n1-0,47.612774,-122.330582,1271135.5,227113.0,60003,0.937
S1-Sa03-11-n1-0,47.612867,-122.330364,1271189.8,227145.9,60004,0.949
S1-Sa03-11-n1-0,47.612954,-122.330162,1271240.2,227176.8,60005,0.961
S1-Sa03-11-n1-0,47.613061,-122.329912,1271302.8,227214.6,60006,0.974
S1-Sa03-11-n1-0,47.613468,-122.328911,1271552.4,227358.0,60007,1.029
S1-Sa03-11-n1-0,47.613641,-122.328498,1271655.6,227419.2,60008,1.052
S1-Sa03-11-n1-0,47.613641,-122.328498,1271655.6,227419.2,70001,1.052
S1-Sa03-11-n1-0,47.613697,-122.328362,1271689.4,227439.2,70002,1.059
S1-Sa03-11-n1-0,47.613932,-122.327803,1271829.0,227522.1,70003,1.090
S1-Sa03-11-n1-0,47.614047,-122.327522,1271899.0,227562.5,70004,1.105
S1-Sa03-11-n1-0,47.614074,-122.327434,1271921.0,227572.0,70005,1.110
S1-Sa03-11-n1-0,47.614091,-122.327282,1271958.5,227577.5,70006,1.117
S1-Sa03-11-n1-0,47.614090,-122.326819,1272072.8,227574.9,70007,1.139
S1-Sa03-11-n1-0,47.615220,-122.326803,1272084.8,227987.0,70008,1.217
S1-Sa03-11-n1-0,47.616344,-122.326786,1272096.9,228396.7,70009,1.294
S1-Sa03-11-n1-0,47.616508,-122.326787,1272097.7,228456.7,70010,1.306
S1-Sa03-11-n1-0,47.616508,-122.326787,1272097.7,228456.7,80001,1.306
S1-Sa03-11-n1-0,47.617091,-122.326792,1272100.6,228669.3,80002,1.346
S1-Sa03-11-n1-0,47.617738,-122.326252,1272238.4,228902.8,80003,1.397
S1-Sa03-11-n1-0,47.618494,-122.325628,1272397.5,229175.3,80004,1.457
S1-Sa03-11-n1-0,47.618898,-122.325287,1272484.6,229321.0,80005,1.489
S1-Sa03-11-n1-0,47.619173,-122.324951,1272569.3,229419.7,80006,1.514
S1-Sa03-11-n1-0,47.619173,-122.324951,1272569.3,229419.7,90001,1.514
S1-Sa03-11-n1-0,47.619280,-122.324820,1272602.4,229458.3,90002,1.523
S1-Sa03-11-n1-0,47.619381,-122.324648,1272645.5,229494.1,90003,1.534
S1-Sa03-11-n1-0,47.619449,-122.324530,1272675.0,229518.6,90004,1.541
S1-Sa03-11-n1-0,47.619576,-122.324255,1272743.8,229563.6,90005,1.557
S1-Sa03-11-n1-0,47.619668,-122.324009,1272805.0,229595.8,90006,1.570
S1-Sa03-11-n1-0,47.619751,-122.323733,1272873.8,229624.6,90007,1.584
S1-Sa03-11-n1-0,47.619811,-122.323470,1272939.1,229645.2,90008,1.597
S1-Sa03-11-n1-0,47.619871,-122.323070,1273038.0,229665.2,90009,1.616
S1-Sa03-11-n1-0,47.619893,-122.322761,1273114.4,229672.0,90010,1.631
S1-Sa03-11-n1-0,47.619900,-122.322204,1273251.8,229671.8,90011,1.657
S1-Sa03-11-n1-0,47.619905,-122.321551,1273412.9,229670.4,90012,1.687
S1-Sa03-11-n1-0,47.619909,-122.320871,1273580.5,229668.9,90013,1.719
S1-Sa03-11-n1-0,47.619912,-122.320466,1273680.5,229668.0,90014,1.738
S1-Sa03-11-n1-0,47.619912,-122.320466,1273680.5,229668.0,100001,1.738
S1-Sa03-11-n1-0,47.619919,-122.319538,1273909.4,229666.0,100002,1.781
S1-Sa03-11-n1-0,47.619924,-122.318878,1274072.1,229664.7,100003,1.812
S1-Sa03-11-n1-0,47.619929,-122.318232,1274231.4,229663.5,100004,1.842
S1-Sa03-11-n1-0,47.619938,-122.316926,1274553.4,229660.7,100005,1.903
S1-Sa03-11-n1-0,47.619942,-122.316420,1274678.2,229659.7,100006,1.927
S1-Sa03-11-n1-0,47.619942,-122.316420,1274678.2,229659.7,110001,1.927
S1-Sa03-11-n1-0,47.619943,-122.316272,1274714.7,229659.4,110002,1.934
S1-Sa03-11-n1-0,47.619948,-122.315617,1274876.3,229658.0,110003,1.964
S1-Sa03-11-n1-0,47.619953,-122.314966,1275036.8,229656.6,110004,1.995
S1-Sa03-11-n1-0,47.619957,-122.314315,1275197.5,229655.2,110005,2.025
S1-Sa03-11-n1-0,47.619964,-122.313502,1275398.0,229653.8,110006,2.063
S1-Sa03-11-n1-0,47.619967,-122.313040,1275512.0,229652.7,110007,2.085
S1-Sa03-11-n1-0,47.619967,-122.313040,1275512.0,229652.7,120001,2.085
S1-Sa03-11-n1-0,47.619969,-122.312717,1275591.5,229651.9,120002,2.100
S1-Sa03-11-n1-0,47.620505,-122.312711,1275596.9,229847.3,120003,2.137
S1-Sa03-11-n1-0,47.620503,-122.312044,1275761.2,229843.4,120004,2.168
S1-Sa03-11-n1-0,47.620501,-122.311382,1275924.5,229839.6,120005,2.199
S1-Sa03-11-n1-0,47.620499,-122.311017,1276014.5,229837.2,120006,2.216
S1-Sa03-11-n1-0,47.620499,-122.311017,1276014.5,229837.2,130001,2.216
S1-Sa03-11-n1-0,47.620498,-122.310726,1276086.1,229835.2,130002,2.229
S1-Sa03-11-n1-0,47.620497,-122.310060,1276250.4,229831.9,130003,2.261
S1-Sa03-11-n1-0,47.620495,-122.309389,1276415.9,229828.0,130004,2.292
S1-Sa03-11-n1-0,47.620493,-122.308738,1276576.4,229824.2,130005,2.322
S1-Sa03-11-n1-0,47.620491,-122.307888,1276785.9,229819.3,130006,2.362
S1-Sa03-11-n1-0,47.620490,-122.307511,1276878.8,229817.1,130007,2.380
S1-Sa03-11-n1-0,47.620490,-122.307511,1276878.8,229817.1,140001,2.380
S1-Sa03-11-n1-0,47.620489,-122.307349,1276918.9,229816.1,140002,2.387
S1-Sa03-11-n1-0,47.620485,-122.306045,1277240.3,229808.5,140003,2.448
S1-Sa03-11-n1-0,47.620461,-122.305794,1277302.1,229798.6,140004,2.460
S1-Sa03-11-n1-0,47.620325,-122.305255,1277433.9,229746.5,140005,2.487
S1-Sa03-11-n1-0,47.620268,-122.305000,1277496.5,229724.5,140006,2.499
S1-Sa03-11-n1-0,47.620221,-122.304738,1277560.8,229705.9,140007,2.512
S1-Sa03-11-n1-0,47.620215,-122.303618,1277836.9,229698.5,140008,2.564
S1-Sa03-11-n1-0,47.620213,-122.303172,1277946.8,229695.6,140009,2.585
S1-Sa03-11-n1-0,47.620213,-122.303172,1277946.8,229695.6,150001,2.585
S1-Sa03-11-n1-0,47.620209,-122.302498,1278113.0,229691.1,150002,2.617
S1-Sa03-11-n1-0,47.620209,-122.301912,1278257.4,229688.2,150003,2.644
S1-Sa03-11-n1-0,47.620208,-122.301174,1278439.5,229684.6,150004,2.679
S1-Sa03-11-n1-0,47.620205,-122.301045,1278471.2,229682.8,150005,2.685
S1-Sa03-11-n1-0,47.620555,-122.300516,1278604.2,229807.8,150006,2.719
S1-Sa03-11-n1-0,47.620980,-122.299872,1278765.9,229959.8,150007,2.761
S1-Sa03-11-n1-0,47.621145,-122.299629,1278826.9,230018.9,150008,2.777
S1-Sa03-11-n1-0,47.621145,-122.299629,1278826.9,230018.9,160001,2.777
S1-Sa03-11-n1-0,47.621363,-122.299308,1278907.5,230097.0,160002,2.798
S1-Sa03-11-n1-0,47.622009,-122.298357,1279146.5,230328.0,160003,2.861
S1-Sa03-11-n1-0,47.622537,-122.297579,1279342.0,230517.0,160004,2.913
S1-Sa03-11-n1-0,47.622537,-122.297579,1279342.0,230517.0,170001,2.913
S1-Sa03-11-n1-0,47.622590,-122.297500,1279361.8,230536.1,170002,2.918
S1-Sa03-11-n1-0,47.622746,-122.297272,1279419.1,230591.6,170003,2.933
S1-Sa03-11-n1-0,47.623319,-122.296423,1279632.6,230796.8,170004,2.989
S1-Sa03-11-n1-0,47.623478,-122.296187,1279691.8,230853.6,170005,3.005
S1-Sa03-11-n1-0,47.623958,-122.295476,1279870.4,231025.2,170006,3.052
S1-Sa03-11-n1-0,47.624115,-122.295251,1279927.1,231081.6,170007,3.067
S1-Sa03-11-n1-0,47.624115,-122.295251,1279927.1,231081.6,180001,3.067
S1-Sa03-11-n1-0,47.624209,-122.295116,1279961.0,231115.3,180002,3.076
S1-Sa03-11-n1-0,47.625706,-122.292903,1280517.0,231650.7,180003,3.222
S1-Sa03-11-n1-0,47.625980,-122.292497,1280619.0,231749.0,180004,3.249
S1-Sa03-11-n1-0,47.626115,-122.292298,1280668.8,231797.0,180005,3.262
S1-Sa03-11-n1-0,47.626204,-122.292167,1280701.9,231828.9,180006,3.271
S1-Sa03-11-n1-0,47.626204,-122.292167,1280701.9,231828.9,190001,3.271
S1-Sa03-11-n1-0,47.626300,-122.292025,1280737.6,231863.3,190002,3.280
S1-Sa03-11-n1-0,47.627042,-122.290928,1281013.1,232128.7,190003,3.353
S1-Sa03-11-n1-0,47.627999,-122.289515,1281368.1,232471.4,190004,3.446
S1-Sa03-11-n1-0,47.628238,-122.289162,1281456.7,232556.9,190005,3.469
S1-Sa03-11-n1-0,47.628238,-122.289162,1281456.7,232556.9,200001,3.469
S1-Sa03-11-n1-0,47.628443,-122.288861,1281532.4,232630.0,200002,3.489
S1-Sa03-11-n1-0,47.628914,-122.288166,1281706.9,232798.5,200003,3.535
S1-Sa03-11-n1-0,47.629376,-122.287485,1281878.1,232963.8,200004,3.580
S1-Sa03-11-n1-0,47.629832,-122.286812,1282047.1,233127.0,200005,3.625
S1-Sa03-11-n1-0,47.629987,-122.286583,1282104.5,233182.7,200006,3.640
S1-Sa03-11-n1-0,47.629987,-122.286583,1282104.5,233182.7,210001,3.640
S1-Sa03-11-n1-0,47.629993,-122.286575,1282106.5,233184.7,210002,3.641
S1-Sa03-11-n1-0,47.630284,-122.286146,1282214.4,233288.8,210003,3.669
S1-Sa03-11-n1-0,47.630686,-122.285554,1282363.1,233432.8,210004,3.708
S1-Sa03-11-n1-0,47.630900,-122.285237,1282442.6,233509.4,210005,3.729
S1-Sa03-11-n1-0,47.631039,-122.285034,1282493.7,233559.1,210006,3.743
S1-Sa03-11-n1-0,47.631219,-122.284768,1282560.6,233623.3,210007,3.760
S1-Sa03-11-n1-0,47.631490,-122.284365,1282661.8,233720.5,210008,3.787
S1-Sa03-11-n1-0,47.631490,-122.284365,1282661.8,233720.5,220001,3.787
S1-Sa03-11-n1-0,47.631684,-122.284078,1282733.9,233789.7,220002,3.806
S1-Sa03-11-n1-0,47.632176,-122.283344,1282918.1,233965.8,220003,3.854
S1-Sa03-11-n1-0,47.632478,-122.282898,1283030.1,234073.9,220004,3.883
S1-Sa03-11-n1-0,47.632478,-122.282898,1283030.1,234073.9,230001,3.883
S1-Sa03-11-n1-0,47.632624,-122.282683,1283084.3,234126.2,230002,3.898
S1-Sa03-11-n1-0,47.633097,-122.281985,1283259.6,234295.5,230003,3.944
S1-Sa03-11-n1-0,47.633284,-122.281710,1283328.6,234362.2,230004,3.962
S1-Sa03-11-n1-0,47.633462,-122.281447,1283394.7,234426.1,230005,3.979
S1-Sa03-11-n1-0,47.633685,-122.281123,1283476.1,234505.8,230006,4.001
S1-Sa03-11-n1-0,47.634386,-122.280085,1283736.7,234756.6,230007,4.069
S1-Sa03-11-n1-0,47.634386,-122.280085,1283736.7,234756.6,240001,4.069
S1-Sa03-11-n1-0,47.634431,-122.280018,1283753.6,234772.8,240002,4.074
S1-Sa03-11-n1-0,47.634632,-122.279722,1283827.9,234844.9,240003,4.093
S1-Sa03-11-n1-0,47.634591,-122.279662,1283842.5,234829.7,240004,4.097
S1-Sa03-11-n1-0,47.634576,-122.279599,1283857.8,234823.9,240005,4.101
S1-Sa03-11-n1-0,47.634572,-122.279532,1283874.4,234822.0,240006,4.104
S1-Sa03-11-n1-0,47.634569,-122.279213,1283953.0,234819.4,240007,4.119
S1-Sa03-11-n1-0,47.634562,-122.278521,1284123.4,234813.7,240008,4.151
S1-Sa03-11-n1-0,47.634558,-122.277832,1284293.2,234809.0,240009,4.183
S1-Sa03-11-n1-0,47.634554,-122.277142,1284463.4,234804.4,240010,4.215
S1-Sa03-11-n1-0,47.634886,-122.277138,1284466.6,234925.3,240011,4.238
S1-Sa03-11-n1-0,47.634886,-122.277138,1284466.6,234925.3,250001,4.238
S1-Sa03-11-n1-0,47.635760,-122.277128,1284475.1,235244.2,250002,4.299
S1-Sa03-11-n1-0,47.636389,-122.277119,1284481.6,235473.4,250003,4.342
S1-Sa03-11-n1-0,47.636635,-122.277116,1284484.0,235563.3,250004,4.359
S1-Sa03-11-n1-0,47.636635,-122.277116,1284484.0,235563.3,260001,4.359
S1-Sa03-11-n1-0,47.636950,-122.277112,1284487.1,235677.9,260002,4.381
S1-Sa03-11-n1-0,47.639089,-122.277086,1284508.1,236458.2,260003,4.529
S1-Sa03-11-n1-0,47.639089,-122.277086,1284508.1,236458.2,270001,4.529
S1-Sa03-11-n1-0,47.639105,-122.277086,1284508.3,236464.0,270002,4.530
S1-Sa03-11-n1-0,47.640700,-122.277071,1284522.9,237045.5,270003,4.640
S1-Sa03-11-n1-0,47.640704,-122.277757,1284353.8,237050.0,270004,4.672
S1-Sa03-11-n1-0,47.640706,-122.278124,1284263.3,237052.5,270005,4.689
S1-Sa03-8-E1-2,47.624062,-122.356701,1264775.7,231356.2,10001,0.000
S1-Sa03-8-E1-2,47.623279,-122.356709,1264768.1,231070.6,10002,0.054
S1-Sa03-8-E1-2,47.622110,-122.356715,1264758.3,230644.2,10003,0.135
S1-Sa03-8-E1-2,47.621836,-122.356717,1264755.8,230544.6,10004,0.154
S1-Sa03-8-E1-2,47.621836,-122.356717,1264755.8,230544.6,20001,0.154
S1-Sa03-8-E1-2,47.620943,-122.356724,1264747.6,230218.9,20002,0.215
S1-Sa03-8-E1-2,47.619774,-122.356732,1264737.2,229792.5,20003,0.296
S1-Sa03-8-E1-2,47.619213,-122.356745,1264730.0,229588.0,20004,0.335
S1-Sa03-8-E1-2,47.619213,-122.356745,1264730.0,229588.0,30001,0.335
S1-Sa03-8-E1-2,47.618581,-122.356759,1264721.9,229357.4,30002,0.379
S1-Sa03-8-E1-2,47.618582,-122.356127,1264877.8,229355.0,30003,0.408
S1-Sa03-8-E1-2,47.618578,-122.355389,1265059.8,229349.9,30004,0.443
S1-Sa03-8-E1-2,47.618577,-122.354802,1265204.4,229346.5,30005,0.470
S1-Sa03-8-E1-2,47.618574,-122.354146,1265366.1,229342.1,30006,0.501
S1-Sa03-8-E1-2,47.618576,-122.353484,1265529.4,229339.8,30007,0.532
S1-Sa03-8-E1-2,47.618578,-122.353293,1265576.5,229339.5,30008,0.541
S1-Sa03-8-E1-2,47.618587,-122.352843,1265687.5,229340.6,30009,0.562
S1-Sa03-8-E1-2,47.618593,-122.352581,1265752.1,229341.6,30010,0.574
S1-Sa03-8-E1-2,47.618590,-122.351944,1265909.3,229337.5,30011,0.604
S1-Sa03-8-E1-2,47.618590,-122.351944,1265909.3,229337.5,40001,0.604
S1-Sa03-8-E1-2,47.618588,-122.351437,1266034.3,229334.3,40002,0.627
S1-Sa03-8-E1-2,47.618583,-122.350329,1266307.5,229327.1,40003,0.679
S1-Sa03-8-E1-2,47.618581,-122.349589,1266489.9,229322.5,40004,0.714
S1-Sa03-8-E1-2,47.618578,-122.348920,1266654.8,229318.3,40005,0.745
S1-Sa03-8-E1-2,47.618573,-122.348218,1266828.0,229313.1,40006,0.778
S1-Sa03-8-E1-2,47.618575,-122.347869,1266913.9,229312.0,40007,0.794
S1-Sa03-8-E1-2,47.618575,-122.347869,1266913.9,229312.0,50001,0.794
S1-Sa03-8-E1-2,47.618576,-122.347615,1266976.6,229311.2,50002,0.806
S1-Sa03-8-E1-2,47.618572,-122.346958,1267138.6,229306.4,50003,0.837
S1-Sa03-8-E1-2,47.618568,-122.346315,1267297.2,229301.9,50004,0.867
S1-Sa03-8-E1-2,47.618565,-122.345647,1267461.9,229297.8,50005,0.898
S1-Sa03-8-E1-2,47.618564,-122.345364,1267531.5,229296.0,50006,0.911
S1-Sa03-8-E1-2,47.618563,-122.345129,1267589.5,229294.4,50007,0.922
S1-Sa03-8-E1-2,47.618563,-122.345129,1267589.5,229294.4,60001,0.922
S1-Sa03-8-E1-2,47.618562,-122.345004,1267620.3,229293.6,60002,0.928
S1-Sa03-8-E1-2,47.618560,-122.344343,1267783.4,229289.4,60003,0.959
