shape_id,shape_pt_lat,shape_pt_lon,shape_pt_x,shape_pt_y,shape_pt_sequence,shape_dist_traveled
S1-Sa03-11-s1-1,47.636723,-122.278454,1284154.7,235601.6,30001,0.289
S1-Sa03-11-s1-1,47.636126,-122.278462,1284148.7,235383.7,30002,0.330
S1-Sa03-11-s1-1,47.635612,-122.278469,1284143.5,235196.2,30003,0.365
S1-Sa03-11-s1-1,47.635612,-122.278469,1284143.5,235196.2,40001,0.365
S1-Sa03-11-s1-1,47.635474,-122.278471,1284142.1,235146.2,40002,0.375
S1-Sa03-11-s1-1,47.634786,-122.279497,1283884.4,234899.7,40003,0.442
S1-Sa03-11-s1-1,47.634649,-122.279697,1283834.1,234851.0,40004,0.456
S1-Sa03-11-s1-1,47.634649,-122.279697,1283834.1,234851.0,50001,0.456
S1-Sa03-11-s1-1,47.634632,-122.279722,1283827.9,234844.9,50002,0.457
S1-Sa03-11-s1-1,47.634431,-122.280018,1283753.6,234772.8,50003,0.477
S1-Sa03-11-s1-1,47.633685,-122.281123,1283476.1,234505.8,50004,0.550
S1-Sa03-11-s1-1,47.633528,-122.281350,1283418.9,234449.8,50005,0.565
S1-Sa03-11-s1-1,47.633528,-122.281350,1283418.9,234449.8,60001,0.565
S1-Sa03-11-s1-1,47.633462,-122.281447,1283394.7,234426.1,60002,0.571
S1-Sa03-11-s1-1,47.633284,-122.281710,1283328.6,234362.2,60003,0.589
S1-Sa03-11-s1-1,47.633097,-122.281985,1283259.6,234295.5,60004,0.607
S1-Sa03-11-s1-1,47.632624,-122.282683,1283084.3,234126.2,60005,0.653
S1-Sa03-11-s1-1,47.632176,-122.283344,1282918.1,233965.8,60006,0.697
S1-Sa03-11-s1-1,47.631900,-122.283755,1282814.9,233867.1,60007,0.724
S1-Sa03-11-s1-1,47.631900,-122.283755,1282814.9,233867.1,70001,0.724
S1-Sa03-11-s1-1,47.631684,-122.284078,1282733.9,233789.7,70002,0.745
S1-Sa03-11-s1-1,47.631219,-122.284768,1282560.6,233623.3,70003,0.791
S1-Sa03-11-s1-1,47.631039,-122.285034,1282493.7,233559.1,70004,0.808
S1-Sa03-11-s1-1,47.630900,-122.285237,1282442.6,233509.4,70005,0.822
S1-Sa03-11-s1-1,47.630686,-122.285554,1282363.1,233432.8,70006,0.843
S1-Sa03-11-s1-1,47.630284,-122.286146,1282214.4,233288.8,70007,0.882
S1-Sa03-11-s1-1,47.630219,-122.286242,1282190.3,233265.5,70008,0.888
S1-Sa03-11-s1-1,47.630219,-122.286242,1282190.3,233265.5,80001,0.888
S1-Sa03-11-s1-1,47.629993,-122.286575,1282106.5,233184.7,80002,0.910
S1-Sa03-11-s1-1,47.629832,-122.286812,1282047.1,233127.0,80003,0.926
S1-Sa03-11-s1-1,47.629376,-122.287485,1281878.1,232963.8,80004,0.970
S1-Sa03-11-s1-1,47.628914,-122.288166,1281706.9,232798.5,80005,1.016
S1-Sa03-11-s1-1,47.628850,-122.288260,1281683.4,232775.8,80006,1.022
S1-Sa03-11-s1-1,47.628850,-122.288260,1281683.4,232775.8,90001,1.022
S1-Sa03-11-s1-1,47.628443,-122.288861,1281532.4,232630.0,90002,1.062
S1-Sa03-11-s1-1,47.627999,-122.289515,1281368.1,232471.4,90003,1.105
S1-Sa03-11-s1-1,47.627042,-122.290928,1281013.1,232128.7,90004,1.198
S1-Sa03-11-s1-1,47.626300,-122.292025,1280737.6,231863.3,90005,1.271
S1-Sa03-11-s1-1,47.626115,-122.292298,1280668.8,231797.0,90006,1.289
S1-Sa03-11-s1-1,47.625980,-122.292497,1280619.0,231749.0,90007,1.302
S1-Sa03-11-s1-1,47.625873,-122.292655,1280579.3,231710.7,90008,1.312
S1-Sa03-11-s1-1,47.625873,-122.292655,1280579.3,231710.7,100001,1.312
S1-Sa03-11-s1-1,47.625706,-122.292903,1280517.0,231650.7,100002,1.329
S1-Sa03-11-s1-1,47.624209,-122.295116,1279961.0,231115.3,100003,1.475
S1-Sa03-11-s1-1,47.623958,-122.295476,1279870.4,231025.2,100004,1.499
S1-Sa03-11-s1-1,47.623478,-122.296187,1279691.8,230853.6,100005,1.546
S1-Sa03-11-s1-1,47.623319,-122.296423,1279632.6,230796.8,100006,1.562
S1-Sa03-11-s1-1,47.623116,-122.296724,1279556.8,230724.0,100007,1.581
S1-Sa03-11-s1-1,47.623116,-122.296724,1279556.8,230724.0,110001,1.581
S1-Sa03-11-s1-1,47.622746,-122.297272,1279419.1,230591.6,110002,1.618
S1-Sa03-11-s1-1,47.622590,-122.297500,1279361.8,230536.1,110003,1.633
S1-Sa03-11-s1-1,47.622009,-122.298357,1279146.5,230328.0,110004,1.689
S1-Sa03-11-s1-1,47.621363,-122.299308,1278907.5,230097.0,110005,1.752
S1-Sa03-11-s1-1,47.620980,-122.299872,1278765.9,229959.8,110006,1.790
S1-Sa03-11-s1-1,47.620825,-122.300107,1278706.9,229904.4,110007,1.805
S1-Sa03-11-s1-1,47.620825,-122.300107,1278706.9,229904.4,120001,1.805
S1-Sa03-11-s1-1,47.620555,-122.300516,1278604.2,229807.8,120002,1.832
S1-Sa03-11-s1-1,47.620205,-122.301045,1278471.2,229682.8,120003,1.866
S1-Sa03-11-s1-1,47.620208,-122.301174,1278439.5,229684.6,120004,1.872
S1-Sa03-11-s1-1,47.620209,-122.301912,1278257.4,229688.2,120005,1.907
S1-Sa03-11-s1-1,47.620209,-122.302498,1278113.0,229691.1,120006,1.934
S1-Sa03-11-s1-1,47.620215,-122.303618,1277836.9,229698.5,120007,1.986
S1-Sa03-11-s1-1,47.620217,-122.303992,1277744.7,229701.0,120008,2.004
S1-Sa03-11-s1-1,47.620217,-122.303992,1277744.7,229701.0,130001,2.004
S1-Sa03-11-s1-1,47.620221,-122.304738,1277560.8,229705.9,130002,2.039
S1-Sa03-11-s1-1,47.620268,-122.305000,1277496.5,229724.5,130003,2.051
S1-Sa03-11-s1-1,47.620325,-122.305255,1277433.9,229746.5,130004,2.064
S1-Sa03-11-s1-1,47.620461,-122.305794,1277302.1,229798.6,130005,2.091
S1-Sa03-11-s1-1,47.620485,-122.306045,1277240.3,229808.5,130006,2.103
S1-Sa03-11-s1-1,47.620489,-122.307186,1276958.9,229815.2,130007,2.156
S1-Sa03-11-s1-1,47.620489,-122.307186,1276958.9,229815.2,140001,2.156
S1-Sa03-11-s1-1,47.620489,-122.307349,1276918.9,229816.1,140002,2.164
S1-Sa03-11-s1-1,47.620491,-122.307888,1276785.9,229819.3,140003,2.189
S1-Sa03-11-s1-1,47.620493,-122.308738,1276576.4,229824.2,140004,2.229
S1-Sa03-11-s1-1,47.620495,-122.309389,1276415.9,229828.0,140005,2.259
S1-Sa03-11-s1-1,47.620497,-122.310060,1276250.4,229831.9,140006,2.290
S1-Sa03-11-s1-1,47.620498,-122.310726,1276086.1,229835.2,140007,2.321
S1-Sa03-11-s1-1,47.620500,-122.311159,1275979.5,229838.1,140008,2.342
S1-Sa03-11-s1-1,47.620500,-122.311159,1275979.5,229838.1,150001,2.342
S1-Sa03-11-s1-1,47.620501,-122.311382,1275924.5,229839.6,150002,2.352
S1-Sa03-11-s1-1,47.620503,-122.312044,1275761.2,229843.4,150003,2.383
S1-Sa03-11-s1-1,47.620505,-122.312711,1275596.9,229847.3,150004,2.414
S1-Sa03-11-s1-1,47.619969,-122.312717,1275591.5,229651.9,150005,2.451
S1-Sa03-11-s1-1,47.619966,-122.313202,1275472.0,229653.1,150006,2.474
S1-Sa03-11-s1-1,47.619966,-122.313202,1275472.0,229653.1,160001,2.474
S1-Sa03-11-s1-1,47.619964,-122.313502,1275398.0,229653.8,160002,2.488
S1-Sa03-11-s1-1,47.619957,-122.314315,1275197.5,229655.2,160003,2.526
S1-Sa03-11-s1-1,47.619953,-122.314966,1275036.8,229656.6,160004,2.556
S1-Sa03-11-s1-1,47.619948,-122.315617,1274876.3,229658.0,160005,2.587
S1-Sa03-11-s1-1,47.619943,-122.316272,1274714.7,229659.4,160006,2.617
S1-Sa03-11-s1-1,47.619938,-122.316926,1274553.4,229660.7,160007,2.648
S1-Sa03-11-s1-1,47.619934,-122.317533,1274403.7,229662.0,160008,2.676
S1-Sa03-11-s1-1,47.619934,-122.317533,1274403.7,229662.0,170001,2.676
S1-Sa03-11-s1-1,47.619929,-122.318232,1274231.4,229663.5,170002,2.709
S1-Sa03-11-s1-1,47.619924,-122.318878,1274072.1,229664.7,170003,2.739
S1-Sa03-11-s1-1,47.619919,-122.319538,1273909.4,229666.0,170004,2.770
S1-Sa03-11-s1-1,47.619916,-122.319984,1273799.4,229667.0,170005,2.790
S1-Sa03-11-s1-1,47.619916,-122.319984,1273799.4,229667.0,180001,2.790
S1-Sa03-11-s1-1,47.619909,-122.320871,1273580.5,229668.9,180002,2.832
S1-Sa03-11-s1-1,47.619905,-122.321551,1273412.9,229670.4,180003,2.864
S1-Sa03-11-s1-1,47.619900,-122.322204,1273251.8,229671.8,180004,2.894
S1-Sa03-11-s1-1,47.619893,-122.322761,1273114.4,229672.0,180005,2.920
S1-Sa03-11-s1-1,47.619871,-122.323070,1273038.0,229665.2,180006,2.935
S1-Sa03-11-s1-1,47.619811,-122.323470,1272939.1,229645.2,180007,2.954
S1-Sa03-11-s1-1,47.619751,-122.323733,1272873.8,229624.6,180008,2.967
S1-Sa03-11-s1-1,47.619668,-122.324009,1272805.0,229595.8,180009,2.981
S1-Sa03-11-s1-1,47.619576,-122.324255,1272743.8,229563.6,180010,2.994
S1-Sa03-11-s1-1,47.619449,-122.324530,1272675.0,229518.6,180011,3.010
S1-Sa03-11-s1-1,47.619381,-122.324648,1272645.5,229494.1,180012,3.017
S1-Sa03-11-s1-1,47.619280,-122.324820,1272602.4,229458.3,180013,3.027
S1-Sa03-11-s1-1,47.619110,-122.325028,1272549.8,229397.0,180014,3.043
S1-Sa03-11-s1-1,47.619110,-122.325028,1272549.8,229397.0,190001,3.043
S1-Sa03-11-s1-1,47.618898,-122.325287,1272484.6,229321.0,190002,3.062
S1-Sa03-11-s1-1,47.618494,-122.325628,1272397.5,229175.3,190003,3.094
S1-Sa03-11-s1-1,47.617738,-122.326252,1272238.4,228902.8,190004,3.154
S1-Sa03-11-s1-1,47.617091,-122.326792,1272100.6,228669.3,190005,3.205
S1-Sa03-11-s1-1,47.616735,-122.326789,1272098.8,228539.3,190006,3.230
S1-Sa03-11-s1-1,47.616735,-122.326789,1272098.8,228539.3,200001,3.230
S1-Sa03-11-s1-1,47.616344,-122.326786,1272096.9,228396.7,200002,3.257
S1-Sa03-11-s1-1,47.615220,-122.326803,1272084.8,227987.0,200003,3.334
S1-Sa03-11-s1-1,47.615229,-122.327270,1271969.6,227992.4,200004,3.356
S1-Sa03-11-s1-1,47.615229,-122.327270,1271969.6,227992.4,210001,3.356
S1-Sa03-11-s1-1,47.615240,-122.327902,1271813.8,227999.6,210002,3.386
S1-Sa03-11-s1-1,47.615146,-122.328143,1271753.8,227966.4,210003,3.399
S1-Sa03-11-s1-1,47.614923,-122.328710,1271612.4,227887.8,210004,3.429
S1-Sa03-11-s1-1,47.614459,-122.329821,1271335.1,227723.9,210005,3.490
S1-Sa03-11-s1-1,47.613996,-122.330926,1271059.2,227560.4,210006,3.551
S1-Sa03-11-s1-1,47.613765,-122.331478,1270921.5,227478.7,210007,3.581
S1-Sa03-11-s1-1,47.613530,-122.332040,1270781.3,227395.7,210008,3.612
S1-Sa03-11-s1-1,47.613320,-122.332541,1270656.2,227321.7,210009,3.640
S1-Sa03-10-s1-1,47.632500,-122.312493,1275734.6,234220.8,10001,0.000
S1-Sa03-10-s1-1,47.632335,-122.312495,1275733.0,234160.8,10002,0.011
S1-Sa03-10-s1-1,47.630645,-122.312532,1275712.1,233544.3,10003,0.128
S1-Sa03-10-s1-1,47.628698,-122.312556,1275692.5,232834.6,10004,0.263
S1-Sa03-10-s1-1,47.628478,-122.312559,1275690.2,232754.2,10005,0.278
S1-Sa03-10-s1-1,47.628478,-122.312559,1275690.2,232754.2,20001,0.278
S1-Sa03-10-s1-1,47.628404,-122.312560,1275689.4,232727.2,20002,0.283
S1-Sa03-10-s1-1,47.627632,-122.312573,1275680.8,232446.0,20003,0.336
S1-Sa03-10-s1-1,47.626880,-122.312567,1275677.0,232171.6,20004,0.388
S1-Sa03-10-s1-1,47.626683,-122.312570,1275675.0,232099.9,20005,0.402
S1-Sa03-10-s1-1,47.626683,-122.312570,1275675.0,232099.9,30001,0.402
S1-Sa03-10-s1-1,47.626072,-122.312578,1275668.6,231877.0,30002,0.444
S1-Sa03-10-s1-1,47.625262,-122.312589,1275660.2,231581.7,30003,0.500
S1-Sa03-10-s1-1,47.625029,-122.312592,1275657.8,231496.7,30004,0.516
S1-Sa03-10-s1-1,47.625029,-122.312592,1275657.8,231496.7,40001,0.516
S1-Sa03-10-s1-1,47.624447,-122.312600,1275651.9,231284.4,40002,0.556
S1-Sa03-10-s1-1,47.624429,-122.312600,1275651.6,231277.9,40003,0.558
S1-Sa03-10-s1-1,47.624251,-122.312605,1275649.1,231213.0,40004,0.570
S1-Sa03-10-s1-1,47.623973,-122.312610,1275646.0,231111.4,40005,0.589
S1-Sa03-10-s1-1,47.623973,-122.312610,1275646.0,231111.4,50001,0.589
S1-Sa03-10-s1-1,47.623265,-122.312622,1275638.0,230853.5,50002,0.638
S1-Sa03-10-s1-1,47.623104,-122.312630,1275635.1,230794.8,50003,0.649
S1-Sa03-10-s1-1,47.622894,-122.312632,1275633.1,230718.0,50004,0.664
S1-Sa03-10-s1-1,47.622894,-122.312632,1275633.1,230718.0,60001,0.664
S1-Sa03-10-s1-1,47.622090,-122.312640,1275625.4,230425.1,60002,0.719
S1-Sa03-10-s1-1,47.621948,-122.312643,1275623.8,230373.3,60003,0.729
S1-Sa03-10-s1-1,47.621136,-122.312670,1275611.4,230077.3,60004,0.785
S1-Sa03-10-s1-1,47.620505,-122.312711,1275596.9,229847.3,60005,0.829
S1-Sa03-10-s1-1,47.619969,-122.312717,1275591.5,229651.9,60006,0.866
S1-Sa03-10-s1-1,47.619821,-122.312719,1275590.0,229597.8,60007,0.876
S1-Sa03-10-s1-1,47.619821,-122.312719,1275590.0,229597.8,70001,0.876
S1-Sa03-10-s1-1,47.619666,-122.312721,1275588.5,229541.3,70002,0.887
S1-Sa03-10-s1-1,47.618522,-122.312741,1275575.6,229124.3,70003,0.966
S1-Sa03-10-s1-1,47.618522,-122.312741,1275575.6,229124.3,70004,0.966
S1-Sa03-10-s1-1,47.618241,-122.312744,1275572.9,229021.6,70005,0.985
S1-Sa03-10-s1-1,47.618241,-122.312744,1275572.9,229021.6,80001,0.985
S1-Sa03-10-s1-1,47.617634,-122.312750,1275567.0,228800.4,80002,1.027
S1-Sa03-10-s1-1,47.616452,-122.312760,1275556.4,228369.5,80003,1.109
S1-Sa03-10-s1-1,47.615289,-122.312765,1275547.0,227945.2,80004,1.189
S1-Sa03-10-s1-1,47.615289,-122.312765,1275547.0,227945.2,80005,1.189
S1-Sa03-10-s1-1,47.615287,-122.313251,1275427.0,227946.9,80006,1.212
S1-Sa03-10-s1-1,47.615287,-122.313251,1275427.0,227946.9,90001,1.212
S1-Sa03-10-s1-1,47.615284,-122.314241,1275183.0,227950.4,90002,1.258
S1-Sa03-10-s1-1,47.615275,-122.315547,1274860.8,227953.3,90003,1.319
S1-Sa03-10-s1-1,47.615272,-122.315900,1274773.8,227954.1,90004,1.336
S1-Sa03-10-s1-1,47.615272,-122.315900,1274773.8,227954.1,100001,1.336
S1-Sa03-10-s1-1,47.615266,-122.316852,1274538.8,227956.2,100002,1.380
S1-Sa03-10-s1-1,47.615256,-122.318157,1274216.9,227958.9,100003,1.441
S1-Sa03-10-s1-1,47.615247,-122.319464,1273894.7,227961.8,100004,1.502
S1-Sa03-10-s1-1,47.615243,-122.320014,1273758.9,227962.8,100005,1.528
S1-Sa03-10-s1-1,47.615237,-122.320797,1273565.9,227964.6,100006,1.564
S1-Sa03-10-s1-1,47.615233,-122.321474,1273399.0,227966.1,100007,1.596
S1-Sa03-10-s1-1,47.615232,-122.321488,1273395.5,227966.1,100008,1.597
S1-Sa03-10-s1-1,47.615232,-122.321488,1273395.5,227966.1,110001,1.597
S1-Sa03-10-s1-1,47.615228,-122.322128,1273237.5,227967.5,110002,1.626
S1-Sa03-10-s1-1,47.615233,-122.323414,1272920.5,227975.5,110003,1.687
S1-Sa03-10-s1-1,47.615227,-122.324471,1272659.8,227978.3,110004,1.736
S1-Sa03-10-s1-1,47.615223,-122.325130,1272497.3,227980.0,110005,1.767
S1-Sa03-10-s1-1,47.615223,-122.325130,1272497.3,227980.0,120001,1.767
S1-Sa03-10-s1-1,47.615221,-122.325527,1272399.3,227981.1,120002,1.785
S1-Sa03-10-s1-1,47.615217,-122.326185,1272237.1,227982.8,120003,1.816
S1-Sa03-10-s1-1,47.615220,-122.326803,1272084.8,227987.0,120004,1.845
S1-Sa03-10-s1-1,47.615220,-122.326803,1272084.8,227987.0,120005,1.845
S1-Sa03-10-s1-1,47.615220,-122.326803,1272084.8,227987.0,120006,1.845
S1-Sa03-10-s1-1,47.615220,-122.326803,1272084.8,227987.0,120007,1.845
S1-Sa03-10-s1-1,47.615220,-122.326803,1272084.8,227987.0,120008,1.845
S1-Sa03-10-s1-1,47.615220,-122.326803,1272084.8,227987.0,120009,1.845
S1-Sa03-10-s1-1,47.615229,-122.327270,1271969.6,227992.4,120010,1.867
S1-Sa03-10-s1-1,47.615229,-122.327270,1271969.6,227992.4,130001,1.867
S1-Sa03-10-s1-1,47.615240,-122.327902,1271813.8,227999.6,130002,1.896
S1-Sa03-10-s1-1,47.615146,-122.328143,1271753.8,227966.4,130003,1.909
S1-Sa03-10-s1-1,47.614923,-122.328710,1271612.4,227887.8,130004,1.940
S1-Sa03-10-s1-1,47.614459,-122.329821,1271335.1,227723.9,130005,2.001
S1-Sa03-10-s1-1,47.613996,-122.330926,1271059.2,227560.4,130006,2.062
S1-Sa03-10-s1-1,47.613765,-122.331478,1270921.5,227478.7,130007,2.092
S1-Sa03-10-s1-1,47.613530,-122.332040,1270781.3,227395.7,130008,2.123
S1-Sa03-10-s1-1,47.613320,-122.332541,1270656.2,227321.7,130009,2.150
S1-Sa03-10-n1-0,47.613320,-122.332541,1270656.2,227321.7,10001,0.000
S1-Sa03-10-n1-0,47.613293,-122.332607,1270639.8,227312.0,10002,0.004
S1-Sa03-10-n1-0,47.613066,-122.333151,1270504.0,227231.8,10003,0.033
S1-Sa03-10-n1-0,47.612834,-122.333706,1270365.5,227149.9,10004,0.064
S1-Sa03-10-n1-0,47.612602,-122.334261,1270227.0,227068.1,10005,0.094
S1-Sa03-10-n1-0,47.612371,-122.334814,1270088.9,226986.5,10006,0.125
S1-Sa03-10-n1-0,47.612138,-122.335372,1269949.7,226904.2,10007,0.155
S1-Sa03-10-n1-0,47.611908,-122.335922,1269812.3,226822.9,10008,0.186
S1-Sa03-10-n1-0,47.611710,-122.336396,1269694.0,226752.9,10009,0.212
S1-Sa03-10-n1-0,47.611710,-122.336396,1269694.0,226752.9,20001,0.212
S1-Sa03-10-n1-0,47.611674,-122.336482,1269672.5,226740.2,20002,0.216
S1-Sa03-10-n1-0,47.611454,-122.337015,1269539.5,226662.5,20003,0.246
S1-Sa03-10-n1-0,47.611209,-122.337590,1269396.0,226576.1,20004,0.277
S1-Sa03-10-n1-0,47.611135,-122.337767,1269351.8,226550.0,20005,0.287
S1-Sa03-10-n1-0,47.611050,-122.337972,1269300.6,226519.9,20006,0.298
S1-Sa03-10-n1-0,47.611050,-122.337972,1269300.6,226519.9,30001,0.298
S1-Sa03-10-n1-0,47.610914,-122.338301,1269218.7,226471.7,30002,0.316
S1-Sa03-10-n1-0,47.610827,-122.338504,1269168.0,226441.1,30003,0.328
S1-Sa03-10-n1-0,47.610787,-122.338596,1269144.9,226426.8,30004,0.333
S1-Sa03-10-n1-0,47.610745,-122.338700,1269119.0,226412.1,30005,0.338
S1-Sa03-10-n1-0,47.610512,-122.339258,1268979.8,226329.7,30006,0.369
S1-Sa03-10-n1-0,47.610280,-122.339811,1268841.7,226248.0,30007,0.399
S1-Sa03-10-n1-0,47.609287,-122.338902,1269058.7,225881.4,30008,0.480
S1-Sa03-10-n1-0,47.609521,-122.338343,1269198.4,225964.0,30009,0.511
S1-Sa03-10-n1-0,47.609752,-122.337791,1269336.0,226045.5,30010,0.541
S1-Sa03-10-n1-0,47.609986,-122.337232,1269475.7,226128.2,30011,0.572
S1-Sa03-10-n1-0,47.610129,-122.336888,1269561.4,226178.9,30012,0.591
S1-Sa03-10-n1-0,47.610129,-122.336888,1269561.4,226178.9,40001,0.591
S1-Sa03-10-n1-0,47.610216,-122.336682,1269613.0,226209.5,40002,0.602
S1-Sa03-10-n1-0,47.610448,-122.336126,1269751.6,226291.4,40003,0.633
S1-Sa03-10-n1-0,47.610680,-122.335572,1269889.9,226373.3,40004,0.663
S1-Sa03-10-n1-0,47.610909,-122.335024,1270026.6,226454.2,40005,0.693
S1-Sa03-10-n1-0,47.611144,-122.334462,1270167.0,226537.3,40006,0.724
S1-Sa03-10-n1-0,47.611373,-122.333915,1270303.6,226618.1,40007,0.754
S1-Sa03-10-n1-0,47.611608,-122.333352,1270444.0,226701.2,40008,0.785
S1-Sa03-10-n1-0,47.611868,-122.332732,1270598.9,226792.9,40009,0.819
S1-Sa03-10-n1-0,47.611868,-122.332732,1270598.9,226792.9,50001,0.819
S1-Sa03-10-n1-0,47.612073,-122.332242,1270721.0,226865.2,50002,0.846
S1-Sa03-10-n1-0,47.612537,-122.331132,1270998.1,227029.3,50003,0.907
S1-Sa03-10-n1-0,47.612774,-122.330582,1271135.5,227113.0,50004,0.937
S1-Sa03-10-n1-0,47.612867,-122.330364,1271189.8,227145.9,50005,0.949
S1-Sa03-10-n1-0,47.612954,-122.330162,1271240.2,227176.8,50006,0.961
S1-Sa03-10-n1-0,47.613061,-122.329912,1271302.8,227214.6,50007,0.974
S1-Sa03-10-n1-0,47.613468,-122.328911,1271552.4,227358.0,50008,1.029
S1-Sa03-10-n1-0,47.613641,-122.328498,1271655.6,227419.2,50009,1.052
S1-Sa03-10-n1-0,47.613641,-122.328498,1271655.6,227419.2,60001,1.052
S1-Sa03-10-n1-0,47.613697,-122.328362,1271689.4,227439.2,60002,1.059
S1-Sa03-10-n1-0,47.613932,-122.327803,1271829.0,227522.1,60003,1.090
S1-Sa03-10-n1-0,47.614047,-122.327522,1271899.0,227562.5,60004,1.105
S1-Sa03-10-n1-0,47.614074,-122.327434,1271921.0,227572.0,60005,1.110
S1-Sa03-10-n1-0,47.614091,-122.327282,1271958.5,227577.5,60006,1.117
S1-Sa03-10-n1-0,47.614090,-122.326819,1272072.8,227574.9,60007,1.138
S1-Sa03-10-n1-0,47.615220,-122.326803,1272084.8,227987.0,60008,1.217
S1-Sa03-10-n1-0,47.615217,-122.326185,1272237.1,227982.8,60009,1.245
S1-Sa03-10-n1-0,47.615221,-122.325527,1272399.3,227981.1,60010,1.276
S1-Sa03-10-n1-0,47.615226,-122.324633,1272619.8,227978.7,60011,1.318
S1-Sa03-10-n1-0,47.615226,-122.324633,1272619.8,227978.7,70001,1.318
S1-Sa03-10-n1-0,47.615227,-122.324471,1272659.8,227978.3,70002,1.325
S1-Sa03-10-n1-0,47.615233,-122.323414,1272920.5,227975.5,70003,1.375
S1-Sa03-10-n1-0,47.615228,-122.322128,1273237.5,227967.5,70004,1.435
S1-Sa03-10-n1-0,47.615228,-122.322128,1273237.5,227967.5,70005,1.435
S1-Sa03-10-n1-0,47.615232,-122.321609,1273365.5,227966.4,70006,1.459
S1-Sa03-10-n1-0,47.615232,-122.321609,1273365.5,227966.4,80001,1.459
S1-Sa03-10-n1-0,47.615233,-122.321474,1273399.0,227966.1,80002,1.466
S1-Sa03-10-n1-0,47.615237,-122.320797,1273565.9,227964.6,80003,1.497
S1-Sa03-10-n1-0,47.615243,-122.320014,1273758.9,227962.8,80004,1.534
S1-Sa03-10-n1-0,47.615247,-122.319464,1273894.7,227961.8,80005,1.559
S1-Sa03-10-n1-0,47.615256,-122.318157,1274216.9,227958.9,80006,1.620
S1-Sa03-10-n1-0,47.615266,-122.316852,1274538.8,227956.2,80007,1.681
S1-Sa03-10-n1-0,47.615266,-122.316852,1274538.8,227956.2,80008,1.681
S1-Sa03-10-n1-0,47.615268,-122.316488,1274628.7,227955.4,80009,1.698
S1-Sa03-10-n1-0,47.615268,-122.316488,1274628.7,227955.4,90001,1.698
S1-Sa03-10-n1-0,47.615275,-122.315547,1274860.8,227953.3,90002,1.742
S1-Sa03-10-n1-0,47.615284,-122.314241,1275183.0,227950.4,90003,1.803
S1-Sa03-10-n1-0,47.615289,-122.312765,1275547.0,227945.2,90004,1.872
S1-Sa03-10-n1-0,47.615565,-122.312764,1275549.2,228045.9,90005,1.891
S1-Sa03-10-n1-0,47.615565,-122.312764,1275549.2,228045.9,100001,1.891
S1-Sa03-10-n1-0,47.616452,-122.312760,1275556.4,228369.5,100002,1.953
S1-Sa03-10-n1-0,47.617634,-122.312750,1275567.0,228800.4,100003,2.034
S1-Sa03-10-n1-0,47.617765,-122.312749,1275568.3,228848.2,100004,2.043
S1-Sa03-10-n1-0,47.617765,-122.312749,1275568.3,228848.2,110001,2.043
S1-Sa03-10-n1-0,47.618522,-122.312741,1275575.6,229124.3,110002,2.096
S1-Sa03-10-n1-0,47.619666,-122.312721,1275588.5,229541.3,110003,2.175
S1-Sa03-10-n1-0,47.619795,-122.312719,1275589.8,229588.3,110004,2.184
S1-Sa03-10-n1-0,47.619795,-122.312719,1275589.8,229588.3,120001,2.184
S1-Sa03-10-n1-0,47.619969,-122.312717,1275591.5,229651.9,120002,2.196
S1-Sa03-10-n1-0,47.620505,-122.312711,1275596.9,229847.3,120003,2.233
S1-Sa03-10-n1-0,47.621136,-122.312670,1275611.4,230077.3,120004,2.276
S1-Sa03-10-n1-0,47.621948,-122.312643,1275623.8,230373.3,120005,2.332
S1-Sa03-10-n1-0,47.622090,-122.312640,1275625.4,230425.1,120006,2.342
S1-Sa03-10-n1-0,47.622090,-122.312640,1275625.4,230425.1,120007,2.342
S1-Sa03-10-n1-0,47.622090,-122.312640,1275625.4,230425.1,120008,2.342
S1-Sa03-10-n1-0,47.622090,-122.312640,1275625.4,230425.1,120009,2.342
S1-Sa03-10-n1-0,47.622570,-122.312635,1275630.0,230600.0,120010,2.375
S1-Sa03-10-n1-0,47.622570,-122.312635,1275630.0,230600.0,130001,2.375
S1-Sa03-10-n1-0,47.623104,-122.312630,1275635.1,230794.8,130002,2.412
S1-Sa03-10-n1-0,47.623265,-122.312622,1275638.0,230853.5,130003,2.423
S1-Sa03-10-n1-0,47.624251,-122.312605,1275649.1,231213.0,130004,2.492
S1-Sa03-10-n1-0,47.624429,-122.312600,1275651.6,231277.9,130005,2.504
S1-Sa03-10-n1-0,47.624447,-122.312600,1275651.9,231284.4,130006,2.505
S1-Sa03-10-n1-0,47.625262,-122.312589,1275660.2,231581.7,130007,2.561
S1-Sa03-10-n1-0,47.625429,-122.312587,1275661.9,231642.6,130008,2.573
S1-Sa03-10-n1-0,47.625429,-122.312587,1275661.9,231642.6,140001,2.573
S1-Sa03-10-n1-0,47.626072,-122.312578,1275668.6,231877.0,140002,2.617
S1-Sa03-10-n1-0,47.626880,-122.312567,1275677.0,232171.6,140003,2.673
S1-Sa03-10-n1-0,47.627099,-122.312569,1275678.1,232251.6,140004,2.688
S1-Sa03-10-n1-0,47.627099,-122.312569,1275678.1,232251.6,150001,2.688
S1-Sa03-10-n1-0,47.627632,-122.312573,1275680.8,232446.0,150002,2.725
S1-Sa03-10-n1-0,47.628404,-122.312560,1275689.4,232727.2,150003,2.778
