route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
60-2256,GLINE_2-S1-Sa-Saturday-03,57943747-GLINE_2-S1-Sa-Saturday-03,"to Broadway",0,6421915,S1-Sa03-60-n1-0
60-2256,GLINE_2-S1-Sa-Saturday-03,57943748-GLINE_2-S1-Sa-Saturday-03,"to Westwood Village",1,6421910,S1-Sa03-60-s1-1
60-2256,GLINE_2-S1-Sa-Saturday-03,57943749-GLINE_2-S1-Sa-Saturday-03,"to Broadway",0,6421911,S1-Sa03-60-n1-0
60-2256,GLINE_2-S1-Sa-Saturday-03,57943750-GLINE_2-S1-Sa-Saturday-03,"to Westwood Village",1,6421915,S1-Sa03-60-s1-1
60-2256,GLINE_2-S1-Sa-Saturday-03,57943751-GLINE_2-S1-Sa-Saturday-03,"to Broadway",0,6421908,S1-Sa03-60-n1-0
60-2256,GLINE_2-S1-Sa-Saturday-03,57943752-GLINE_2-S1-Sa-Saturday-03,"to Broadway",0,6421909,S1-Sa03-60-n1-0
60-2256,GLINE_2-S1-Sa-Saturday-03,57943753-GLINE_2-S1-Sa-Saturday-03,"to Westwood Village",1,6421913,S1-Sa03-60-s1-1
60-2256,GLINE_2-S1-Sa-Saturday-03,57943754-GLINE_2-S1-Sa-Saturday-03,"to Westwood Village",1,6421911,S1-Sa03-60-s1-1
60-2256,GLINE_2-S1-Sa-Saturday-03,57943755-GLINE_2-S1-Sa-Saturday-03,"to Broadway",0,6421910,S1-Sa03-60-n1-0
60-2256,GLINE_2-S1-Sa-Saturday-03,57943756-GLINE_2-S1-Sa-Saturday-03,"to Broadway",0,6421912,S1-Sa03-60-n1-0
60-2256,GLINE_2-S1-Sa-Saturday-03,57943757-GLINE_2-S1-Sa-Saturday-03,"to Broadway",0,6421914,S1-Sa03-60-n1-0
60-2256,GLINE_2-S1-Sa-Saturday-03,57943758-GLINE_2-S1-Sa-Saturday-03,"to Broadway",0,6421910,S1-Sa03-60-n1-0
60-2256,GLINE_2-S1-Sa-Saturday-03,57943759-GLINE_2-S1-Sa-Saturday-03,"to Broadway",0,6421913,S1-Sa03-60-n1-0
60-2256,GLINE_2-S1-Sa-Saturday-03,57943760-GLINE_2-S1-Sa-Saturday-03,"to Westwood Village",1,6421913,S1-Sa03-60-s1-1
60-2256,GLINE_2-S1-Sa-Saturday-03,57943761-GLINE_2-S1-Sa-Saturday-03,"to Westwood Village",1,6421912,S1-Sa03-60-s1-1
60-2256,GLINE_2-S1-Sa-Saturday-03,57943762-GLINE_2-S1-Sa-Saturday-03,"to Westwood Village",1,6421915,S1-Sa03-60-s1-1
60-2256,GLINE_2-S1-Sa-Saturday-03,57943763-GLINE_2-S1-Sa-Saturday-03,"to Westwood Village",1,6421908,S1-Sa03-60-s1-1
60-2256,GLINE_2-S1-Sa-Saturday-03,57943764-GLINE_2-S1-Sa-Saturday-03,"to Westwood Village",1,6421909,S1-Sa03-60-s1-1
60-2256,GLINE_2-S1-Sa-Saturday-03,57943765-GLINE_2-S1-Sa-Saturday-03,"to Westwood Village",1,6421911,S1-Sa03-60-s1-1
12-2256,GLINE_2-S1-Sa-Saturday-03,57943766-GLINE_2-S1-Sa-Saturday-03,"to Downtown Seattle",1,6421904,S1-Sa03-12-s2-1
11-2256,GLINE_2-S1-Sa-Saturday-03,57943767-GLINE_2-S1-Sa-Saturday-03,"to Downtown Seattle",1,6421907,S1-Sa03-11-s1-1
12-2256,GLINE_2-S1-Sa-Saturday-03,57943768-GLINE_2-S1-Sa-Saturday-03,"to Downtown Seattle",1,6421903,S1-Sa03-12-s2-1
12-2256,GLINE_2-S1-Sa-Saturday-03,57943769-GLINE_2-S1-Sa-Saturday-03,"to Interlaken Park",0,6421904,S1-Sa03-12-n1-0
10-2256,GLINE_2-S1-Sa-Saturday-03,57943770-GLINE_2-S1-Sa-Saturday-03,"to Downtown Seattle",1,6421904,S1-Sa03-10-s1-1
11-2256,GLINE_2-S1-Sa-Saturday-03,57943772-GLINE_2-S1-Sa-Saturday-03,"to Madison Park",0,6421907,S1-Sa03-11-n1-0
10-2256,GLINE_2-S1-Sa-Saturday-03,57943776-GLINE_2-S1-Sa-Saturday-03,"to Capitol Hill",0,6421903,S1-Sa03-10-n1-0
10-2256,GLINE_2-S1-Sa-Saturday-03,57943778-GLINE_2-S1-Sa-Saturday-03,"to Capitol Hill",0,6421904,S1-Sa03-10-n1-0
60-2256,GLINE_2-S1-Sa-Saturday-03,57943779-GLINE_2-S1-Sa-Saturday-03,"to Westwood Village",1,6421913,S1-Sa03-60-s1-1
60-2256,GLINE_2-S1-Sa-Saturday-03,57943780-GLINE_2-S1-Sa-Saturday-03,"to Westwood Village",1,6421911,S1-Sa03-60-s1-1
