stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,stop_x_coord,stop_y_coord,zone_id,stop_url,location_type,parent_station
42120,,"15th Ave S / S Dawson St",,  47.555417,-122.313456,1274956.4,206113.4,,,0,
42130,,"15th Ave S / 15th Ave S",,  47.553170,-122.313474,1274936.3,205294.0,,,0,
42140,,"15th Ave S / S Orcas St",,  47.551616,-122.313577,1274899.9,204727.6,,,0,
43706,,"Martin L King Jr Way E / E John St",,  47.620019,-122.296090,1279691.6,229591.7,,,0,
43710,,"Martin L King Jr Way / E Olive St",,  47.616242,-122.296156,1279649.2,228214.7,,,0,
43712,,"Martin L King Jr Way / E Union St",,  47.612732,-122.296202,1279613.6,226934.5,,,0,
43714,,"Martin L King Jr Way / E Marion St",,  47.609798,-122.296233,1279585.7,225864.9,,,0,
43716,,"Martin L King Jr Way / E Cherry St",,  47.607658,-122.296317,1279550.0,225084.7,,,0,
43720,,"Martin L King Jr Way / E Alder St",,  47.603993,-122.296788,1279408.5,223750.2,,,0,
43778,,"Martin L King Jr Way / E Alder St",,  47.604503,-122.296795,1279410.2,223936.2,,,0,
43782,,"Martin L King Jr Way / E Cherry St",,  47.607614,-122.296334,1279545.6,225068.8,,,0,
43784,,"Martin L King Jr Way / E Marion St",,  47.610193,-122.296229,1279589.4,226008.9,,,0,
43788,,"Martin L King Jr Way / E Olive St",,  47.616689,-122.296151,1279653.5,228377.7,,,0,
43792,,"Martin L King Jr Way E / E John St",,  47.620112,-122.296089,1279692.7,229625.7,,,0,
45740,,"East Marginal Way S / Ellis Ave S",,  47.538866,-122.320913,1272998.8,200112.8,,,0,
45751,,"East Marginal Way S / Corson Ave S",,  47.540354,-122.323290,1272422.1,200666.9,,,0,
46022,,"Ellis Ave S / S Warsaw St",,  47.543786,-122.318980,1273510.8,201897.9,,,0,
46025,,"Ellis Ave S / S Myrtle St",,  47.539528,-122.320351,1273142.2,200351.4,,,0,
79561,,"East Marginal Way S / S Webster St",,  47.535442,-122.315127,1274403.6,198836.4,,,0,
79569,,"East Marginal Way S / S Webster St",,  47.535684,-122.315523,1274307.4,198926.8,,,0,
8402,,"Mt. Baker Transfer Area AcRd / Mt. Baker Transfer ",,  47.577558,-122.297209,1279121.1,214111.4,,,0,
8407,,"Mt. Baker Transfer Area AcRd / Mt. Baker Transfer ",,  47.577561,-122.296862,1279206.9,214110.9,,,0,
8671,,"Martin L King Jr Way S / S McClellan St",,  47.578623,-122.296188,1279380.6,214495.1,,,0,
8672,,"Martin L King Jr Way S / S Bayview St",,  47.581525,-122.297143,1279164.9,215557.9,,,0,
9138,,"NE Campus Pkwy / 12th Ave NE",,  47.656289,-122.315329,1275202.6,242910.0,,,0,
9140,,"Univ Brdg Ramp / NE 40th St",,  47.655768,-122.318406,1274440.7,242734.6,,,0,
9580,,"NE Campus Pkwy / Brooklyn Aly NE",,  47.655997,-122.313977,1275533.8,242797.2,,,0,
9587,,"NE 43rd St / Brooklyn Ave NE",,  47.659862,-122.314119,1275526.0,244207.3,,,0,
96760,,"Martin L King Jr Way / E Union Aly",,  47.612625,-122.296204,1279612.4,226895.5,,,0,
EL600,,"23rd Ave S / S Judkins St",,  47.590453,-122.302010,1278026.2,218836.9,,,0,
