route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
12-2255,GLINE_2-S1-Su-Sunday-04,57941177-GLINE_2-S1-Su-Sunday-04,"to Interlaken Park",0,6421864,S1-Su04-12-n1-0
12-2255,GLINE_2-S1-Su-Sunday-04,57941178-GLINE_2-S1-Su-Sunday-04,"to Interlaken Park",0,6421865,S1-Su04-12-n1-0
12-2255,GLINE_2-S1-Su-Sunday-04,57941179-GLINE_2-S1-Su-Sunday-04,"to Interlaken Park",0,6421864,S1-Su04-12-n1-0
12-2255,GLINE_2-S1-Su-Sunday-04,57941180-GLINE_2-S1-Su-Sunday-04,"to Interlaken Park",0,6421865,S1-Su04-12-n1-0
12-2255,GLINE_2-S1-Su-Sunday-04,57941181-GLINE_2-S1-Su-Sunday-04,"to Interlaken Park",0,6421864,S1-Su04-12-n1-0
12-2255,GLINE_2-S1-Su-Sunday-04,57941182-GLINE_2-S1-Su-Sunday-04,"to Interlaken Park",0,6421865,S1-Su04-12-n1-0
12-2255,GLINE_2-S1-Su-Sunday-04,57941183-GLINE_2-S1-Su-Sunday-04,"to Interlaken Park",0,6421864,S1-Su04-12-n1-0
12-2255,GLINE_2-S1-Su-Sunday-04,57941184-GLINE_2-S1-Su-Sunday-04,"to Interlaken Park",0,6421865,S1-Su04-12-n1-0
12-2255,GLINE_2-S1-Su-Sunday-04,57941185-GLINE_2-S1-Su-Sunday-04,"to Interlaken Park",0,6421864,S1-Su04-12-n1-0
12-2255,GLINE_2-S1-Su-Sunday-04,57941186-GLINE_2-S1-Su-Sunday-04,"to Interlaken Park",0,6421865,S1-Su04-12-n1-0
12-2255,GLINE_2-S1-Su-Sunday-04,57941187-GLINE_2-S1-Su-Sunday-04,"to Interlaken Park",0,6421864,S1-Su04-12-n1-0
12-2255,GLINE_2-S1-Su-Sunday-04,57941188-GLINE_2-S1-Su-Sunday-04,"to Interlaken Park",0,6421865,S1-Su04-12-n1-0
12-2255,GLINE_2-S1-Su-Sunday-04,57941189-GLINE_2-S1-Su-Sunday-04,"to Interlaken Park",0,6421864,S1-Su04-12-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941190-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421861,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941191-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421859,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941192-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421860,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941193-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421861,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941194-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421859,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941195-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421860,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941196-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421861,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941197-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421859,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941198-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421860,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941199-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421861,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941200-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421859,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941201-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421860,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941202-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421861,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941203-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421859,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941204-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421860,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941205-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421861,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941206-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421859,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941207-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421860,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941208-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421861,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941209-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421859,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941210-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421860,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941211-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421861,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941212-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421859,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941213-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421860,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941214-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421861,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941215-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421859,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941216-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421860,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941217-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421861,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941218-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421859,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941219-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421860,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941220-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421861,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941221-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421859,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941222-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421860,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941223-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421861,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941224-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421859,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941225-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421860,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941226-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421861,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941227-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421859,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941228-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421860,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941229-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421861,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941230-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421859,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941231-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421860,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941232-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421861,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941233-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421859,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941234-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421860,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941235-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421861,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941236-GLINE_2-S1-Su-Sunday-04,"to Downtown Seattle",1,6421859,S1-Su04-49-s1-1
49-2255,GLINE_2-S1-Su-Sunday-04,57941237-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421861,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941238-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421859,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941239-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421860,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941240-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421859,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941241-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421860,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941242-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421861,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941243-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421861,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941244-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421860,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941246-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421860,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941250-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421860,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941254-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421860,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941258-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421860,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941262-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421860,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941266-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421860,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941270-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421860,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941274-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421860,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941278-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421860,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941282-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421860,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941286-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421860,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941294-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421860,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941299-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421859,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941303-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421859,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941307-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421859,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941311-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421859,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941315-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421859,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941319-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421859,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941323-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421859,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941327-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421859,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941331-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421859,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941335-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421859,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941339-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421859,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941345-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421859,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941350-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421859,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941355-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421861,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941359-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421861,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941363-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421861,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941367-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421861,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941371-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421861,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941375-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421861,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941379-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421861,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941383-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421861,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941387-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421861,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941391-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421861,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941398-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421861,S1-Su04-49-n1-0
49-2255,GLINE_2-S1-Su-Sunday-04,57941403-GLINE_2-S1-Su-Sunday-04,"to University District",0,6421861,S1-Su04-49-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941420-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421867,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941421-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421870,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941422-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421866,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941423-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421867,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941424-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421870,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941425-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421868,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941426-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421868,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941427-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421868,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941428-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421869,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941429-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421869,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941430-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421866,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941431-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421870,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941432-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421869,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941433-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421867,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941434-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421866,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941435-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421869,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941436-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421866,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941437-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421870,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941438-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421867,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941439-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421868,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941440-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421870,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941441-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421867,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941442-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421869,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941443-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421869,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941444-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421867,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941445-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421868,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941446-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421867,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941447-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421870,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941448-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421867,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941449-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421867,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941450-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421870,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941451-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421868,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941452-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421868,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941453-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421866,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941454-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421869,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941455-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421869,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941456-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421866,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941457-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421866,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941458-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421869,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941459-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421867,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941460-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421866,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941461-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421868,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941462-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421870,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941463-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421870,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941464-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421868,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941465-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421866,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941466-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421866,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941467-GLINE_2-S1-Su-Sunday-04,"to Westwood Village",1,6421869,S1-Su04-60-s1-1
60-2255,GLINE_2-S1-Su-Sunday-04,57941468-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421866,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941469-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421868,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941470-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421870,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941471-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421867,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941472-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421869,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941473-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421866,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941474-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421868,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941475-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421870,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941476-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421867,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941477-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421869,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941478-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421866,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941479-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421868,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941480-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421870,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941481-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421867,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941482-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421869,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941483-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421866,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941484-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421868,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941485-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421870,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941486-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421867,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941487-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421869,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941488-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421866,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941489-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421868,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941490-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421870,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941491-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421867,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941492-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421869,S1-Su04-60-n1-0
60-2255,GLINE_2-S1-Su-Sunday-04,57941493-GLINE_2-S1-Su-Sunday-04,"to Broadway",0,6421866,S1-Su04-60-n1-0
10-2255,GLINE_2-S1-Su-Sunday-04,57941494-GLINE_2-S1-Su-Sunday-04,"to Capitol Hill",0,6421863,S1-Su04-10-n1-0
